id,numeroInputs,vida_jogador1,vida_jogador2,primeiraTeclaJogador1,segundaTeclaJogador1,terceiraTeclaJogador1,quartaTeclaJogador1,turnoAtual,turno_ataque,turno_defesa,turnoJogador1,partida,teclaDisponivel_1,teclaDisponivel_2,teclaDisponivel_3,teclaDisponivel_4,teclaDisponivel_5,teclaDisponivel_6,teclaDisponivel_7,delta_vida_j1,delta_vida_j2,ratio_vida,total_teclas_disponiveis,tecla_anterior_1,tecla_anterior_2,tecla_anterior_3,tecla_anterior_4,zona_vida_j1,zona_vida_j2,vantagem,turnos_desde_disponivel_1,turnos_desde_disponivel_2,turnos_desde_disponivel_3,turnos_desde_disponivel_4,turnos_desde_disponivel_5,turnos_desde_disponivel_6,turnos_desde_disponivel_7
Player1,4,88.0,84.0,4,1,1,4,3,0.0,1.0,defesa,270,1,1,0,1,0,1,1,5.0,-13.0,1.0476190351473924,5,4.0,5.0,5.0,0.0,3,3,1,0,0,2,0,2,0,0
Player1,4,70.5,84.0,1,5,1,2,4,1.0,0.0,ataque,270,1,1,0,0,1,1,1,-17.5,0.0,0.8392857042942178,5,4.0,4.0,5.0,5.0,2,3,0,0,0,3,1,0,0,0
Player1,4,70.5,83.0,6,5,7,2,5,0.0,1.0,defesa,270,0,1,0,0,1,1,1,0.0,-1.0,0.84939758012774,4,1.0,4.0,4.0,5.0,2,3,0,1,0,4,2,0,0,0
Player1,4,62.5,83.0,2,7,2,2,6,1.0,0.0,ataque,270,0,1,0,0,0,1,1,-8.0,0.0,0.7530120391203369,3,6.0,1.0,4.0,4.0,2,3,0,2,0,5,3,1,0,0
Player1,4,62.5,59.5,6,1,1,2,7,0.0,1.0,defesa,270,1,1,0,0,0,1,0,0.0,-23.5,1.0504201504131068,3,2.0,6.0,1.0,4.0,2,2,1,0,0,6,4,2,0,1
Player1,4,36.5,52.5,1,5,6,1,8,1.0,0.0,ataque,270,1,1,0,0,1,1,0,-26.0,-7.0,0.6952380819954651,4,6.0,2.0,6.0,1.0,1,2,0,0,0,7,5,0,0,2
Player1,4,31.5,31.099999999999994,2,5,5,7,9,0.0,1.0,defesa,270,0,1,0,0,1,1,1,-5.0,-21.400000000000006,1.0128617037665049,4,1.0,6.0,2.0,6.0,1,1,1,1,0,8,6,0,0,0
Player1,4,13.700000000000005,27.099999999999994,7,3,6,3,10,1.0,0.0,ataque,270,0,1,1,0,0,1,1,-17.799999999999997,-4.0,0.5055350366961243,4,2.0,1.0,6.0,2.0,0,1,0,2,0,0,7,1,0,0
Player1,4,100.0,100.0,6,5,3,7,0,1.0,0.0,ataque,271,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,73.0,7,1,6,7,1,0.0,1.0,defesa,271,1,1,1,1,1,1,1,0.0,-27.0,1.3698629949333836,7,6.0,0.0,0.0,0.0,3,2,1,0,0,0,0,0,0,0
Player1,4,66.0,70.0,4,2,4,2,2,1.0,0.0,ataque,271,1,1,0,1,0,1,0,-34.0,-3.0,0.9428571293877553,4,7.0,6.0,0.0,0.0,2,2,0,0,0,1,0,1,0,1
Player1,4,66.0,60.0,4,3,4,4,3,0.0,1.0,defesa,271,0,1,1,1,1,1,0,0.0,-10.0,1.099999981666667,5,4.0,7.0,6.0,0.0,2,2,1,1,0,0,0,0,0,2
Player1,4,65.5,60.0,1,7,1,5,4,1.0,0.0,ataque,271,1,1,0,0,1,1,1,-0.5,0.0,1.0916666484722226,5,4.0,4.0,7.0,6.0,2,2,1,0,0,1,1,0,0,0
Player1,4,75.5,51.0,6,6,1,7,5,0.0,1.0,defesa,271,1,1,0,0,1,1,1,10.0,-9.0,1.4803921278354486,5,1.0,4.0,4.0,7.0,3,2,1,0,0,2,2,0,0,0
Player1,4,58.5,49.0,6,2,2,2,6,1.0,0.0,ataque,271,0,1,0,0,0,1,0,-17.0,-2.0,1.1938775266555608,2,6.0,1.0,4.0,4.0,2,1,1,1,0,3,3,1,0,1
Player1,4,56.5,24.0,2,6,2,5,7,0.0,1.0,defesa,271,0,1,0,0,1,1,0,-2.0,-25.0,2.354166568576393,3,6.0,6.0,1.0,4.0,2,0,1,2,0,4,4,0,0,2
Player1,4,37.5,19.0,5,7,2,6,8,1.0,0.0,ataque,271,1,1,0,0,1,1,1,-19.0,-5.0,1.9736841066482047,5,2.0,6.0,6.0,1.0,1,0,1,0,0,5,5,0,0,0
Player1,4,33.5,3.0,1,1,7,6,9,0.0,1.0,defesa,271,1,1,0,0,0,1,1,-4.0,-16.0,11.166662944445685,4,5.0,2.0,6.0,6.0,1,0,1,0,0,6,6,1,0,0
Player1,4,100.0,100.0,2,3,4,5,0,1.0,0.0,ataque,272,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,86.5,2,1,4,5,1,0.0,1.0,defesa,272,1,1,1,1,1,1,1,0.0,-13.5,1.1560693507968862,7,2.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,90.8,83.5,2,7,1,6,2,1.0,0.0,ataque,272,1,1,0,0,0,1,1,-9.200000000000003,-3.0,1.0874251366775434,4,2.0,2.0,0.0,0.0,3,3,1,0,0,1,1,1,0,0
Player1,4,90.8,80.0,2,7,2,3,3,0.0,1.0,defesa,272,0,1,1,0,0,1,1,0.0,-3.5,1.1349999858125002,4,2.0,2.0,2.0,0.0,3,3,1,1,0,0,2,2,0,0
Player1,4,64.19999999999999,80.0,5,2,6,5,4,1.0,0.0,ataque,272,0,1,0,0,1,1,0,-26.60000000000001,0.0,0.80249998996875,3,2.0,2.0,2.0,2.0,2,3,0,2,0,1,3,0,0,1
Player1,4,59.19999999999999,62.0,5,1,6,2,5,0.0,1.0,defesa,272,1,1,0,0,1,1,0,-5.0,-18.0,0.9548386942767951,4,5.0,2.0,2.0,2.0,2,2,0,0,0,2,4,0,0,2
Player1,4,40.79999999999999,72.0,7,6,1,6,6,1.0,0.0,ataque,272,1,1,0,0,0,1,1,-18.4,10.0,0.5666666587962963,4,5.0,5.0,2.0,2.0,1,2,0,0,0,3,5,1,0,0
Player1,4,32.79999999999999,47.19999999999999,2,6,2,2,7,0.0,1.0,defesa,272,0,1,0,0,0,1,1,-8.0,-24.80000000000001,0.6949152395145076,3,7.0,5.0,5.0,2.0,1,1,0,1,0,4,6,2,0,0
Player1,4,18.79999999999999,39.19999999999999,6,6,5,2,8,1.0,0.0,ataque,272,0,1,0,0,1,1,0,-14.0,-8.0,0.4795918245002085,3,2.0,7.0,5.0,5.0,0,1,0,2,0,5,7,0,0,1
Player1,4,18.79999999999999,20.99999999999999,7,7,5,2,9,0.0,1.0,defesa,272,1,1,0,0,1,1,1,0.0,-18.2,0.8952380526077117,5,6.0,2.0,7.0,5.0,0,0,0,0,0,6,8,0,0,0
Player1,4,100.0,100.0,4,1,5,1,0,1.0,0.0,ataque,273,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,92.5,2,7,5,1,1,0.0,1.0,defesa,273,1,1,1,1,1,1,1,0.0,-7.5,1.0810810693937183,7,4.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,81.0,90.5,2,2,3,3,2,1.0,0.0,ataque,273,0,1,1,0,0,1,1,-19.0,-2.0,0.8950276144195844,4,2.0,4.0,0.0,0.0,3,3,0,1,0,0,1,1,0,0
Player1,4,76.0,61.89999999999999,4,3,3,3,3,0.0,1.0,defesa,273,0,1,1,1,0,1,0,-5.0,-28.60000000000001,1.227786732992137,4,2.0,2.0,4.0,0.0,3,2,1,2,0,0,0,2,0,1
Player1,4,66.49999999999999,74.89999999999999,1,5,5,2,4,1.0,0.0,ataque,273,1,1,0,0,1,1,1,-9.500000000000014,13.0,0.8878504554359085,5,4.0,2.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0
Player1,4,86.49999999999999,65.39999999999999,2,6,1,1,5,0.0,1.0,defesa,273,1,1,0,0,1,1,1,20.0,-9.5,1.3226299491952607,5,1.0,4.0,2.0,2.0,3,2,1,0,0,2,2,0,0,0
Player1,4,79.09999999999998,71.39999999999999,6,7,2,6,6,1.0,0.0,ataque,273,0,1,0,0,0,1,1,-7.400000000000006,6.0,1.1078431217388918,3,2.0,1.0,4.0,2.0,3,2,1,1,0,3,3,1,0,0
Player1,4,77.09999999999998,50.39999999999999,5,7,5,2,7,0.0,1.0,defesa,273,0,1,0,0,1,1,1,-2.0,-21.0,1.5297618744094865,4,6.0,2.0,1.0,4.0,3,2,1,2,0,4,4,0,0,0
Player1,4,55.09999999999998,44.39999999999999,6,5,1,2,8,1.0,0.0,ataque,273,1,1,0,0,1,1,0,-22.0,-6.0,1.2409909630407439,4,5.0,6.0,2.0,1.0,2,1,1,0,0,5,5,0,0,1
Player1,4,49.09999999999998,20.399999999999995,1,6,2,1,9,0.0,1.0,defesa,273,1,1,0,0,0,1,0,-6.0,-23.999999999999996,2.4068626271145765,3,6.0,5.0,6.0,2.0,1,0,1,0,0,6,6,1,0,2
Player1,4,16.799999999999986,20.399999999999995,7,7,2,6,10,1.0,0.0,ataque,273,0,1,0,0,0,1,1,-32.3,0.0,0.8235293713956185,3,1.0,6.0,5.0,6.0,0,0,0,1,0,7,7,2,0,0
Player1,4,100.0,100.0,1,5,5,2,0,1.0,0.0,ataque,274,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,72.0,1,4,5,1,1,0.0,1.0,defesa,274,1,1,1,1,1,1,1,0.0,-28.0,1.3888888695987658,7,1.0,0.0,0.0,0.0,3,2,1,0,0,0,0,0,0,0
Player1,4,84.0,72.0,4,4,2,2,2,1.0,0.0,ataque,274,0,1,1,1,0,1,1,-16.0,0.0,1.1666666504629633,5,1.0,1.0,0.0,0.0,3,2,1,1,0,0,0,1,0,0
Player1,4,84.0,61.0,3,3,3,3,3,0.0,1.0,defesa,274,0,1,1,0,0,1,1,0.0,-11.0,1.3770491577532926,4,4.0,1.0,1.0,0.0,3,2,1,2,0,0,1,2,0,0
Player1,4,80.39999999999999,69.0,1,5,7,3,4,1.0,0.0,ataque,274,1,1,1,0,1,1,1,-3.6000000000000085,8.0,1.1652173744171395,6,3.0,4.0,1.0,1.0,3,2,1,0,0,0,2,0,0,0
Player1,4,100.0,57.79999999999998,2,1,2,5,5,0.0,1.0,defesa,274,1,1,0,0,1,1,1,19.60000000000001,-11.200000000000017,1.730103776295783,5,1.0,3.0,4.0,1.0,3,2,1,0,0,1,3,0,0,0
Player1,4,81.69999999999999,63.79999999999998,2,6,2,6,6,1.0,0.0,ataque,274,0,1,0,0,0,1,0,-18.30000000000001,6.0,1.2805642432513444,2,2.0,1.0,3.0,4.0,3,2,1,1,0,2,4,1,0,1
Player1,4,78.69999999999999,50.59999999999998,2,6,2,7,7,0.0,1.0,defesa,274,0,1,0,0,0,1,1,-3.0,-13.200000000000003,1.5553359376415827,3,2.0,2.0,1.0,3.0,3,2,1,2,0,3,5,2,0,0
Player1,4,65.49999999999999,44.59999999999998,2,2,5,2,8,1.0,0.0,ataque,274,1,1,0,0,1,1,1,-13.200000000000003,-6.0,1.4686098325423809,5,2.0,2.0,2.0,1.0,2,1,1,0,0,4,6,0,0,0
Player1,4,59.49999999999999,30.59999999999998,5,5,2,5,9,0.0,1.0,defesa,274,1,1,0,0,1,1,0,-5.999999999999993,-14.0,1.9444443809005114,4,2.0,2.0,2.0,2.0,2,1,1,0,0,5,7,0,0,1
Player1,4,39.49999999999999,24.59999999999998,6,1,6,7,10,1.0,0.0,ataque,274,1,1,0,0,0,1,1,-20.0,-6.0,1.6056909916385784,4,5.0,2.0,2.0,2.0,1,0,1,0,0,6,8,1,0,0
Player1,4,39.49999999999999,14.99999999999998,1,1,2,7,11,0.0,1.0,defesa,274,1,1,0,0,0,1,1,0.0,-9.6,2.6333331577777925,4,6.0,5.0,2.0,2.0,1,0,1,0,0,7,9,2,0,0
Player1,4,31.999999999999982,14.99999999999998,6,5,6,5,12,1.0,0.0,ataque,274,0,1,0,0,1,1,0,-7.500000000000011,0.0,2.1333331911111224,3,1.0,6.0,5.0,2.0,1,0,1,1,0,8,10,0,0,1
Player1,4,28.999999999999982,1.499999999999979,2,6,2,3,13,0.0,1.0,defesa,274,0,1,1,0,1,1,0,-3.0,-13.500000000000002,19.3333204444533,4,6.0,1.0,6.0,5.0,1,0,1,2,0,0,11,0,0,2
Player1,4,100.0,100.0,7,2,5,5,0,1.0,0.0,ataque,275,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,69.0,5,2,1,7,1,0.0,1.0,defesa,275,1,1,1,1,1,1,1,0.0,-31.0,1.4492753413148503,7,7.0,0.0,0.0,0.0,3,2,1,0,0,0,0,0,0,0
Player1,4,82.39999999999999,63.0,1,2,4,3,2,1.0,0.0,ataque,275,1,1,1,1,0,1,0,-17.60000000000001,-6.0,1.3079364871756112,5,5.0,7.0,0.0,0.0,3,2,1,0,0,0,0,1,0,1
Player1,4,77.39999999999999,38.8,4,4,4,4,3,0.0,1.0,defesa,275,0,1,1,1,0,1,0,-5.0,-24.200000000000003,1.9948453094112035,4,1.0,5.0,7.0,0.0,3,1,1,1,0,0,0,2,0,2
Player1,4,70.89999999999999,48.8,6,7,5,7,4,1.0,0.0,ataque,275,0,1,0,0,1,1,1,-6.5,10.0,1.4528688226871143,4,4.0,1.0,5.0,7.0,2,1,1,2,0,1,1,0,0,0
Player1,4,68.89999999999999,48.8,1,7,3,5,5,0.0,1.0,defesa,275,1,1,1,0,1,1,1,-2.0,0.0,1.4118852169695653,6,6.0,4.0,1.0,5.0,2,1,1,0,0,0,2,0,0,0
Player1,4,67.89999999999999,48.8,1,6,1,1,6,1.0,0.0,ataque,275,1,1,0,0,0,1,0,-1.0,0.0,1.3913934141107906,3,1.0,6.0,4.0,1.0,2,1,1,0,0,1,3,1,0,1
Player1,4,67.89999999999999,47.8,6,2,2,6,7,0.0,1.0,defesa,275,0,1,0,0,0,1,0,0.0,-1.0,1.4205020623325928,2,1.0,1.0,6.0,4.0,2,1,1,1,0,2,4,2,0,2
Player1,4,41.89999999999999,47.8,5,6,5,5,8,1.0,0.0,ataque,275,0,1,0,0,1,1,1,-26.0,0.0,0.8765690193186397,4,6.0,1.0,1.0,6.0,1,1,0,2,0,3,5,0,0,0
Player1,4,38.89999999999999,20.8,2,2,1,1,9,0.0,1.0,defesa,275,1,1,0,0,1,1,1,-3.0,-26.999999999999996,1.8701922177792196,5,5.0,6.0,1.0,1.0,1,0,1,0,0,4,6,0,0,0
Player1,4,18.89999999999999,28.8,2,2,7,1,10,1.0,0.0,ataque,275,1,1,0,0,0,1,1,-20.0,8.0,0.6562499772135422,4,2.0,5.0,6.0,1.0,0,1,0,0,0,5,7,1,0,0
Player1,4,100.0,100.0,4,5,4,1,0,1.0,0.0,ataque,276,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,83.0,3,7,5,1,1,0.0,1.0,defesa,276,1,1,1,1,1,1,1,0.0,-17.0,1.2048192625925391,7,4.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,73.0,88.0,6,3,2,2,2,1.0,0.0,ataque,276,0,1,1,0,0,1,1,-27.0,5.0,0.8295454451188018,4,3.0,4.0,0.0,0.0,2,3,0,1,0,0,1,1,0,0
Player1,4,78.0,69.0,2,4,2,4,3,0.0,1.0,defesa,276,0,1,0,1,0,1,0,5.0,-19.0,1.1304347662255831,3,6.0,3.0,4.0,0.0,3,2,1,2,0,1,0,2,0,1
Player1,4,66.6,69.0,1,1,5,1,4,1.0,0.0,ataque,276,1,1,0,0,1,1,1,-11.400000000000006,0.0,0.9652173773156901,5,2.0,6.0,3.0,4.0,2,2,0,0,0,2,1,0,0,0
Player1,4,64.6,49.2,5,2,7,2,5,0.0,1.0,defesa,276,1,1,0,0,1,1,1,-2.0,-19.799999999999997,1.313008103394144,5,1.0,2.0,6.0,3.0,2,1,1,0,0,3,2,0,0,0
Player1,4,35.599999999999994,42.2,6,2,7,2,6,1.0,0.0,ataque,276,0,1,0,0,0,1,1,-29.0,-7.0,0.8436018757440312,3,5.0,1.0,2.0,6.0,1,1,0,1,0,4,3,1,0,0
Player1,4,30.599999999999994,19.1,1,1,1,1,7,0.0,1.0,defesa,276,1,1,0,0,0,1,0,-5.0,-23.1,1.6020941569584206,3,6.0,5.0,1.0,2.0,1,0,1,0,0,5,4,2,0,1
Player1,4,17.199999999999996,15.1,6,5,1,1,8,1.0,0.0,ataque,276,1,1,0,0,1,1,0,-13.399999999999999,-4.000000000000002,1.1390727722468361,4,1.0,6.0,5.0,1.0,0,0,1,0,0,6,5,0,0,2
Player1,4,13.199999999999996,8.100000000000001,6,7,5,5,9,0.0,1.0,defesa,276,0,1,0,0,1,1,1,-4.0,-6.999999999999998,1.6296294284408106,4,6.0,1.0,6.0,5.0,0,0,1,1,0,7,6,0,0,0
Player1,4,100.0,100.0,5,1,5,2,0,1.0,0.0,ataque,277,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,75.0,4,7,5,3,1,0.0,1.0,defesa,277,1,1,1,1,1,1,1,0.0,-25.0,1.3333333155555558,7,5.0,0.0,0.0,0.0,3,2,1,0,0,0,0,0,0,0
Player1,4,77.5,75.0,4,4,4,7,2,1.0,0.0,ataque,277,0,1,1,1,0,1,1,-22.5,0.0,1.0333333195555559,5,4.0,5.0,0.0,0.0,3,2,1,1,0,0,0,1,0,0
Player1,4,87.5,73.1,2,2,1,6,3,0.0,1.0,defesa,277,1,1,0,0,0,1,0,10.0,-1.9000000000000057,1.1969904077019098,3,4.0,4.0,5.0,0.0,3,2,1,0,0,1,1,2,0,1
Player1,4,74.0,73.1,5,5,5,5,4,1.0,0.0,ataque,277,1,1,1,0,1,1,0,-13.5,0.0,1.0123118876564723,5,2.0,4.0,4.0,5.0,2,2,1,0,0,0,2,0,0,2
Player1,4,74.0,63.89999999999999,6,5,6,6,5,0.0,1.0,defesa,277,0,1,0,0,1,1,1,0.0,-9.200000000000003,1.158059449795627,4,5.0,2.0,4.0,4.0,2,2,1,1,0,1,3,0,0,0
Player1,4,42.50000000000001,61.89999999999999,3,1,6,3,6,1.0,0.0,ataque,277,1,1,1,0,0,1,1,-31.499999999999993,-2.0,0.6865912651600767,5,6.0,5.0,2.0,4.0,1,2,0,0,0,0,4,1,0,0
Player1,4,33.50000000000001,45.2,7,1,6,1,7,0.0,1.0,defesa,277,1,1,0,0,0,1,1,-9.0,-16.69999999999999,0.7411504260807429,4,3.0,6.0,5.0,2.0,1,1,0,0,0,1,5,2,0,0
Player1,4,16.10000000000001,40.2,2,5,6,5,8,1.0,0.0,ataque,277,0,1,0,0,1,1,1,-17.4,-5.0,0.40049750247518673,4,7.0,3.0,6.0,5.0,0,1,0,1,0,2,6,0,0,0
Player1,4,100.0,100.0,6,6,5,1,0,1.0,0.0,ataque,278,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,77.0,3,1,4,6,1,0.0,1.0,defesa,278,1,1,1,1,1,1,1,0.0,-23.0,1.2987012818350483,7,6.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,84.5,87.0,3,4,2,4,2,1.0,0.0,ataque,278,0,1,1,1,0,1,1,-15.5,10.0,0.9712643566521338,5,3.0,6.0,0.0,0.0,3,3,0,1,0,0,0,1,0,0
Player1,4,90.5,79.0,6,7,7,5,3,0.0,1.0,defesa,278,0,1,0,0,1,1,1,6.0,-8.0,1.1455696057522835,4,3.0,3.0,6.0,0.0,3,3,1,2,0,1,1,0,0,0
Player1,4,75.5,79.0,6,6,5,1,4,1.0,0.0,ataque,278,1,1,0,0,1,1,1,-15.0,0.0,0.9556961904342255,5,6.0,3.0,3.0,6.0,3,3,0,0,0,2,2,0,0,0
Player1,4,71.5,61.0,1,2,1,2,5,0.0,1.0,defesa,278,1,1,0,0,0,1,0,-4.0,-18.0,1.1721311283257192,3,6.0,6.0,3.0,3.0,2,2,1,0,0,3,3,1,0,1
Player1,4,48.5,61.0,6,2,2,6,6,1.0,0.0,ataque,278,0,1,0,0,0,1,1,-23.0,0.0,0.7950819541789844,3,1.0,6.0,6.0,3.0,1,2,0,1,0,4,4,2,0,0
Player1,4,45.5,52.6,5,5,5,5,7,0.0,1.0,defesa,278,0,1,0,0,1,1,1,-3.0,-8.399999999999999,0.865018994961616,4,6.0,1.0,6.0,6.0,1,2,0,2,0,5,5,0,0,0
Player1,4,28.5,49.6,5,1,5,1,8,1.0,0.0,ataque,278,1,1,0,0,1,1,1,-17.0,-3.0,0.5745967626089362,5,5.0,6.0,1.0,6.0,1,1,0,0,0,6,6,0,0,0
Player1,4,24.5,28.4,2,2,2,1,9,0.0,1.0,defesa,278,1,1,0,0,0,1,1,-4.0,-21.200000000000003,0.8626760259621118,4,5.0,5.0,6.0,1.0,0,1,0,0,0,7,7,1,0,0
Player1,4,10.1,26.4,2,6,6,7,10,1.0,0.0,ataque,278,0,1,0,0,0,1,1,-14.4,-2.0,0.38257574308425213,3,2.0,5.0,5.0,6.0,0,1,0,1,0,8,8,2,0,0
Player1,4,100.0,100.0,3,6,5,5,0,1.0,0.0,ataque,279,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,92.0,2,1,3,2,1,0.0,1.0,defesa,279,1,1,1,1,1,1,1,0.0,-8.0,1.0869565099243859,7,3.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,72.0,92.0,7,7,6,1,2,1.0,0.0,ataque,279,1,1,0,1,0,1,1,-28.0,0.0,0.7826086871455578,5,2.0,3.0,0.0,0.0,2,3,0,0,0,1,0,1,0,0
Player1,4,74.0,79.39999999999999,4,2,6,4,3,0.0,1.0,defesa,279,0,1,0,1,1,1,1,2.0,-12.600000000000009,0.9319899126953413,5,7.0,2.0,3.0,0.0,2,3,0,1,0,2,0,0,0,0
Player1,4,43.7,79.39999999999999,5,6,6,5,4,1.0,0.0,ataque,279,0,1,0,1,1,1,0,-30.299999999999997,0.0,0.5503778268214381,4,4.0,7.0,2.0,3.0,1,3,0,2,0,3,0,0,0,1
Player1,4,43.7,69.89999999999999,5,6,7,5,5,0.0,1.0,defesa,279,1,1,0,0,1,1,1,0.0,-9.5,0.6251788179516623,5,5.0,4.0,7.0,2.0,1,2,0,0,0,4,1,0,0,0
Player1,4,35.300000000000004,69.89999999999999,1,1,2,1,6,1.0,0.0,ataque,279,1,1,0,1,0,1,1,-8.399999999999999,0.0,0.505007145851114,5,5.0,5.0,4.0,7.0,1,2,0,0,0,5,0,1,0,0
Player1,4,32.300000000000004,46.89999999999999,2,1,6,1,7,0.0,1.0,defesa,279,1,1,0,0,0,1,0,-3.0,-23.0,0.6886993456567306,3,1.0,5.0,5.0,4.0,1,1,0,0,0,6,1,2,0,1
Player1,4,14.600000000000003,43.89999999999999,4,2,4,4,8,1.0,0.0,ataque,279,0,1,0,1,1,1,1,-17.700000000000003,-3.0,0.33257402431494265,5,2.0,1.0,5.0,5.0,0,1,0,1,0,7,0,0,0,0
Player1,4,100.0,100.0,5,1,3,6,0,1.0,0.0,ataque,280,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,83.0,3,7,6,3,1,0.0,1.0,defesa,280,1,1,1,1,1,1,1,0.0,-17.0,1.2048192625925391,7,5.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
Player1,4,75.0,88.0,6,2,6,7,2,1.0,0.0,ataque,280,0,1,0,1,0,1,1,-25.0,5.0,0.8522727175878101,4,3.0,5.0,0.0,0.0,2,3,0,1,0,1,0,1,0,0
Player1,4,85.0,65.0,4,4,1,1,3,0.0,1.0,defesa,280,1,1,0,1,1,1,0,10.0,-23.0,1.307692287573965,5,6.0,3.0,5.0,0.0,3,2,1,0,0,2,0,0,0,1
Player1,4,68.0,65.0,1,2,1,2,4,1.0,0.0,ataque,280,1,1,0,1,1,1,0,-17.0,0.0,1.046153830059172,5,4.0,6.0,3.0,5.0,2,2,1,0,0,3,0,0,0,2
Player1,4,66.0,48.0,5,5,5,6,5,0.0,1.0,defesa,280,0,1,0,0,1,1,1,-2.0,-17.0,1.3749999713541674,4,1.0,4.0,6.0,3.0,2,1,1,1,0,4,1,0,0,0
Player1,4,38.0,44.0,4,6,2,5,6,1.0,0.0,ataque,280,0,1,0,1,1,1,1,-28.0,-4.0,0.863636344008265,5,5.0,1.0,4.0,6.0,1,1,0,2,0,5,0,0,0,0
Player1,4,38.0,24.800000000000004,6,1,7,7,7,0.0,1.0,defesa,280,1,1,0,0,0,1,1,0.0,-19.199999999999996,1.5322580027315318,4,4.0,5.0,1.0,4.0,1,0,1,0,0,6,1,1,0,0
Player1,4,100.0,100.0,5,1,5,3,0,1.0,0.0,ataque,281,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,74.0,5,2,5,7,1,0.0,1.0,defesa,281,1,1,1,1,1,1,1,0.0,-26.0,1.351351333089847,7,5.0,0.0,0.0,0.0,3,2,1,0,0,0,0,0,0,0
Player1,4,69.0,66.0,2,4,6,4,2,1.0,0.0,ataque,281,0,1,0,1,0,1,1,-31.0,-8.0,1.0454545296143254,4,5.0,5.0,0.0,0.0,2,2,1,1,0,1,0,1,0,0
Player1,4,69.0,54.8,1,6,3,3,3,0.0,1.0,defesa,281,1,1,1,1,0,1,0,0.0,-11.200000000000003,1.2591240646145245,5,2.0,5.0,5.0,0.0,2,2,1,0,0,0,0,2,0,1
Player1,4,48.2,54.8,6,1,7,7,4,1.0,0.0,ataque,281,1,1,0,0,1,1,1,-20.799999999999997,0.0,0.8795620277452186,5,1.0,2.0,5.0,5.0,1,2,0,0,0,1,1,0,0,0
Player1,4,66.2,45.8,5,5,5,4,5,0.0,1.0,defesa,281,0,1,0,1,1,1,1,18.0,-9.0,1.4454148156022968,5,6.0,1.0,2.0,5.0,2,1,1,1,0,2,0,0,0,0
Player1,4,37.2,45.8,2,6,2,5,6,1.0,0.0,ataque,281,0,1,0,0,1,1,0,-29.0,0.0,0.8122270565015928,3,5.0,6.0,1.0,2.0,1,1,0,2,0,3,1,0,0,1
Player1,4,37.2,18.3,1,7,7,6,7,0.0,1.0,defesa,281,1,1,0,0,0,1,1,0.0,-27.499999999999996,2.032786774164657,4,2.0,5.0,6.0,1.0,1,0,1,0,0,4,2,1,0,0
Player1,4,100.0,100.0,5,3,3,6,0,1.0,0.0,ataque,282,1,1,1,1,1,1,1,0.0,0.0,0.9999999900000002,7,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0
Player1,4,100.0,82.0,5,5,6,4,1,0.0,1.0,defesa,282,1,1,1,1,1,1,1,0.0,-18.0,1.2195121802498514,7,5.0,0.0,0.0,0.0,3,3,1,0,0,0,0,0,0,0
